;;VC 4  2SU / 2 � 14t�, Jung, BVC 4  2SU / 2 � 14t Room, 2 Doppelstunden, Minuspunkte: 30;;
;;;;
;VC 1, Barthel, VC 1 Room, 2 Doppelstunden, Minuspunkte: 30;;;GT 1 M, Lenz, GT 1 M Room, 2 Doppelstunden, Minuspunkte: 10
GT 2, Steinicke, GT 2 Room, 2 Doppelstunden, Minuspunkte: 11;;;;
;;;;
;;;;AO, Thiel, AO Room, 1 Doppelstunden, Minuspunkte: 21WT 4  /WT 5 , Kleinen, WT 4  /WT 5  Room, 2 Doppelstunden, Minuspunkte: 10
;;;;
